time,ax,ay,az,gx,gy,gz,temp
7793,0.286377,0.9372559,-0.1518555,0.04580153,-0.6564885,0.2671756,28.55294
7801,0.2915039,0.9455566,-0.1359863,-0.5343512,-0.4656488,-0.01526718,28.45882
7808,0.9040527,0.776123,-0.3085938,118.4885,250.1298,-30.00763,28.50588
7783,1.197266,0.8613281,-0.5202637,51.67176,96.12214,-45.52672,28.45882
7829,0.284668,1.065186,-0.5092773,6.167939,34.22137,-47.24427,28.45882
7870,-0.2329102,0.9277344,-0.5327148,-16.25191,54.16794,-20.80153,28.50588
8187,0.324707,0.970459,-0.0456543,-11.18321,-1.725191,21.84733,28.50588
7835,0.3781738,0.9936523,0.009765625,3.40458,-4.267176,14.91603,28.6
7820,0.3652344,0.9250488,-0.06982422,-0.4045802,-0.9847328,6.519084,28.55294
7837,0.3461914,0.8774414,-0.1201172,-0.1374046,-0.7099237,0.3129771,28.50588
7830,0.3100586,0.9414063,-0.1091309,5.961832,-0.610687,0.4580153,28.55294
7799,0.2980957,0.9606934,-0.1008301,7.48855,-2.267176,0.6793893,28.55294
7839,0.2700195,0.9482422,-0.1611328,5.580153,-1.282443,2.137405,28.55294
7810,0.2663574,0.9443359,-0.182373,4.358778,-0.9923664,3.946565,28.55294
7838,0.2834473,0.9487305,-0.1662598,2.633588,-1.061069,4.862596,28.55294
7770,0.309082,0.9396973,-0.1333008,0.9847328,-0.480916,4.748092,28.55294
7801,0.3186035,0.9443359,-0.1425781,0.2900764,-1.099237,3.931298,28.6
7846,0.3232422,0.942627,-0.1459961,0.6717557,-1.022901,2.969466,28.41176
7806,0.3166504,0.9316406,-0.1403809,0.8549618,-0.8091603,1.923664,28.55294
8199,0.3137207,0.9418945,-0.1503906,1.251908,-0.7251908,1.007634,28.6
7829,0.3034668,0.9418945,-0.1472168,0.1755725,-0.5801527,1.076336,28.45882
7848,0.3000488,0.9396973,-0.1462402,-0.05343511,-0.5267176,1.007634,28.55294
7832,0.3076172,0.932373,-0.1496582,-1.969466,-0.02290076,0.5572519,28.55294
7814,0.3190918,0.9399414,-0.1518555,-0.832061,-0.4198473,0.4122138,28.55294
7828,0.3122559,0.9406738,-0.140625,-1.206107,-0.2900764,-0.04580153,28.6
7825,0.3100586,0.9428711,-0.1367188,-0.8625955,-0.3664122,-0.0610687,28.55294
7784,0.3076172,0.9377441,-0.1445313,-0.8625955,-0.4198473,-0.07633588,28.50588
7875,0.2990723,0.9404297,-0.1445313,-0.6870229,-0.4351145,-0.1221374,28.6
7858,0.2973633,0.9389648,-0.1538086,-0.2977099,-0.4580153,0.2137404,28.45882
7844,0.3059082,0.9375,-0.1506348,-1.137405,-0.5496183,0.1603053,28.6
7842,0.3010254,0.9406738,-0.1445313,-0.5038168,-0.6870229,0.03053435,28.55294
7789,0.3000488,0.953125,-0.154541,-0.3282443,-0.3664122,-0.03816794,28.45882
7851,0.3044434,0.9350586,-0.1433105,-0.832061,-0.480916,-0.129771,28.50588
8208,0.3054199,0.9367676,-0.135498,-1.396947,-0.2977099,-0.4885496,28.55294
7851,-0.03051758,0.989502,-0.2700195,131.2061,250.1298,-24.33588,28.55294
7782,1.311279,0.8920898,-0.7602539,49.12977,108.7405,-63.70992,28.50588
7801,0.1469727,1.455811,-0.6408691,-0.6335878,59.12977,109.6565,28.45882
7841,-0.5578613,0.7102051,-0.3139648,-18.69466,81.87023,-58.77863,28.45882
7856,-0.2231445,0.9775391,-0.2004395,-27.87023,52.05344,-6.259542,28.50588
7820,-0.06787109,1.096924,0.104248,-23.22901,31.29008,21.77099,28.45882
7791,0.02832031,0.9848633,0.009521484,-9.030535,9.801527,49.9542,28.55294
7814,0.1164551,1.038086,-0.06005859,-2.656489,-2.770992,31.56489,28.50588
7802,0.2436523,1.127197,-0.2414551,-10.51145,5.480916,33.14504,28.55294
7812,0.3808594,0.8713379,-0.1452637,-13.03053,4.160306,24.70229,28.50588
7810,0.3378906,0.9758301,0.0378418,-5.664122,10.10687,22.25191,28.50588
7808,0.3710938,0.873291,-0.02709961,4.320611,2.610687,15.69466,28.36471
7808,0.4743652,0.9313965,-0.03833008,5.427481,-3.89313,5.801527,28.50588
8138,0.494873,0.8918457,-0.1218262,6.969466,-2.908397,-6.70229,28.6
7871,0.3696289,0.8776855,-0.1560059,8.152672,-1.259542,-11.09924,28.50588
7844,0.2744141,0.9521484,-0.1264648,14.43511,-0.3129771,-8.099236,28.50588
7835,0.220459,0.9675293,-0.1687012,10.12214,-2.473282,-2.770992,28.45882
7791,0.2370605,0.9462891,-0.237793,5.755725,-3.419847,1.366412,28.50588
7817,0.2434082,0.9318848,-0.2431641,0.2290076,-0.6335878,4.229008,28.45882
7812,0.3076172,0.9475098,-0.166748,-0.7633588,-1.343511,5.122138,28.50588
7840,0.324707,0.9328613,-0.1286621,1.923664,-1.59542,4.633588,28.45882
7806,0.3530273,0.9189453,-0.142334,2.755725,-2.045802,2.541985,28.50588
7795,0.3730469,0.9208984,-0.1594238,2.091603,-2.083969,-2.389313,28.50588
7808,0.3554688,0.9255371,-0.1704102,0.8015267,-0.4732824,-3.038168,28.45882
7822,0.3149414,0.9421387,-0.1464844,0.778626,-0.832061,-2.908397,28.50588
7777,0.2993164,0.9423828,-0.1533203,0.9083969,-0.9083969,-1.832061,28.6
7793,0.2983398,0.9443359,-0.1779785,1.59542,-0.2824428,-0.4351145,28.55294
8217,0.3237305,0.9343262,-0.1520996,-1.335878,-0.7022901,0.870229,28.6
7816,0.3222656,0.9294434,-0.1455078,-0.3206107,-0.5038168,0.1221374,28.41176
7846,0.322998,0.9345703,-0.1420898,-0.3740458,-0.5572519,-0.4045802,28.64706
7820,0.3100586,0.9401855,-0.1489258,-0.9770992,-0.7938931,-0.5877862,28.50588
7816,0.3034668,0.9436035,-0.1481934,-0.5648855,-0.5877862,0.4427481,28.55294
7851,0.3027344,0.9533691,-0.1450195,-1.114504,-0.6641222,0.8625955,28.64706
7837,0.1394043,0.798584,-0.1774902,109.313,250.1298,-14.52672,28.55294
7817,1.057861,0.8557129,-0.5129395,59.38168,64.9313,-41.29771,28.45882
16200,0.1455078,1.213379,-0.01513672,24.52672,27.24427,-56.89313,28.45882
7837,-0.1635742,0.4174805,-0.4892578,-2.206107,89.35114,0.6335878,28.45882
7802,0.07519531,1.18042,-0.2145996,-29.65649,44.13741,161.3893,28.45882
7754,0.276123,1.072266,-0.2036133,-14.44275,15.8626,111.9313,28.50588
7818,0.2009277,0.9743652,-0.01733398,-13.83206,-8.175572,17.00763,28.50588
7814,0.1777344,1.008057,-0.0703125,-14.28244,5.946565,30.9313,28.45882
8149,0.2282715,0.9074707,-0.2253418,-10.22137,3.458015,29.90076,28.50588
7831,0.3425293,0.9333496,-0.1625977,-9.984733,6.206107,22.69466,28.55294
7829,0.4118652,0.9130859,-0.07958984,-9.854961,8.290076,16.72519,28.55294
7827,0.4921875,0.8959961,-0.07861328,-9.167939,-0.5648855,7.450382,28.50588
7814,0.4919434,1.011719,-0.4230957,14.55725,19.77099,-12.32061,28.41176
7808,0.4233398,0.9064941,-0.03564453,0.4045802,0.740458,-8.251908,28.6
7829,0.3481445,0.9331055,-0.0925293,3.274809,-0.519084,-8.19084,28.45882
7795,0.2646484,0.9145508,-0.1296387,3.40458,0.4885496,-5.435114,28.41176
7820,0.2536621,0.9631348,-0.1503906,8.061069,-1.725191,-0.7709923,28.55294
7792,0.237793,0.9294434,-0.1625977,5.847328,-0.2977099,2.923664,28.45882
7771,0.293457,0.9360352,-0.173584,3.770992,-1.549618,4.839694,28.50588
7841,0.354248,0.9255371,-0.1669922,4.274809,-3.076336,3.0,28.55294
7809,0.3808594,0.8996582,-0.1809082,2.381679,-2.21374,0.0,28.45882
7837,0.3994141,0.9106445,-0.1508789,4.229008,-1.70229,-3.931298,28.6
8214,0.3439941,0.9189453,-0.1887207,2.061069,-1.274809,-5.748092,28.55294
7882,0.3007813,0.9262695,-0.1662598,0.1908397,-0.7938931,-5.465649,28.45882
7837,0.2768555,0.9592285,-0.171875,0.648855,-2.045802,-2.519084,28.45882
7816,0.2810059,0.9450684,-0.1977539,0.7938931,-1.160305,1.221374,28.41176
7812,0.2949219,0.9406738,-0.1743164,-1.587786,-0.7633588,1.374046,28.36471
7856,0.3405762,0.9208984,-0.1772461,-3.198473,-1.274809,-0.03053435,28.41176
7849,0.3356934,0.8752441,-0.1184082,-9.801527,-22.20611,-30.32061,28.55294
7850,0.3190918,0.9350586,-0.1257324,-2.923664,0.2290076,-1.030534,28.50588
